duke_dna,abmi_id,year,site,site_year,envelope,quadrant,stratum,orig_id,tbas_id,peltigera_epa_likelihood,peltigera_top_blast_id,peltigera_blast_pi,peltigera_blast_query_cover,its_otu,peltigera_final_id,nostoc_top_blast_id,nostoc_blast_pi,nostoc_blast_query_cover,rbclx_otu,nostoc_final_id,notes,batch_48,,,,
P8915,630217,2015,3,3_2015,17053,SW,Upland,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,P1110_P_fuscopraetextata_NorthAmerica,99.878,96,otu98,VI,0,,,,,
P8916,1358784,2015,3,3_2015,17053,SW,Upland,Peltigera malacea,Peltigera_malacea_5,"0.270880, 0.263547, 0.222943, 0.059701, 0.053191, 0.050912, 0.048945",P1160_peltigera_malacea,100,100,OTU153,Peltigera_malacea_3,P0747_P_britannica_753_1007_1008_1014_1339_737_1149_malacea,98.397,96,otu401,III,0,,,,,
P8917,1358782,2015,3,3_2015,17053,SW,Upland,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,P1110_P_fuscopraetextata_NorthAmerica,99.878,96,otu98,VI,0,,,,,
P8918,630064,2015,3,3_2015,17052,SW,Upland,Peltigera malacea,Peltigera_malacea_5,"0.269359, 0.262291, 0.223079, 0.060145, 0.053750, 0.051458, 0.049497",P273_peltigera_malacea,100,100,OTU418,Peltigera_malacea_5,P0747_P_britannica_753_1007_1008_1014_1339_737_1149_malacea,98.397,96,otu401,III,0,,,,,
P9665,665010,2015,13,13_2015,16020,NW,Log/Stump,Protopannaria pezizoides,0,0,0,0,0,0,,0,0,0,0,,,31,,,,
P9141,665107,2015,15,15_2015,17000,NW,Log/Stump,Peltigera ponojensis s.l.,Peltigera_ponojensis_monticola_1a,"0.193089, 0.147739, 0.110955, 0.110925, 0.110837, 0.109884, 0.108407, 0.108163",P1106_peltigera_ponojensis_1a,99.819,100,OTU490,Peltigera_ponojensis_1a,P1839_P_retifoveata_USA,99.648,96,otu377,XXXIIIa,0,,,,,
P11506,661168,2015,32,32_2015,15810,NE,Log/Stump,Peltigera leucophlebia,Peltigera_leucophlebia_6,"0.394635, 0.338103, 0.204545, 0.026384",P6063_peltigera_leucophlebia,99.819,100,OTU108,Peltigera_leucophlebia_6,0,0,0,0,,,69,,,,
P11504,614257,2015,32,32_2015,7844,NE,Log/Stump,Peltigera leucophlebia,Peltigera_leucophlebia_6,"0.395821, 0.341591, 0.202206, 0.025363",P6063_peltigera_leucophlebia,99.638,100,OTU294,Peltigera_leucophlebia_6,0,0,0,0,,,69,,,,
P11508,614453,2015,32,32_2015,15803,NE,Upland,Peltigera leucophlebia,Peltigera_leucophlebia_6,"0.393562, 0.335147, 0.206412, 0.027340",P6063_peltigera_leucophlebia,99.638,100,OTU295,Peltigera_leucophlebia_6,0,0,0,0,,,69,,,,
P11507,661079,2015,32,32_2015,15802,NE,Upland,Peltigera rufescens,Peltigera_rufescens_1,"0.712687, 0.225512, 0.013046",P2083_peltigera_rufescens_1,94.906,100,OTU182,Peltigera_rufescens_1,0,0,0,0,,,69,,,,
P10051,613306,2015,32,32_2015,7488,NW,Log/Stump,Peltigera leucophlebia s.l.,Peltigera_leucophlebia_s_str,0.998973,P6065_peltigera_leucophlebia,99.82,100,OTU19,Peltigera_leucophlebia_1,JL23_aphthosa_no_vnf,99.543,98,otu125,,,39,,,,
P11511,614271,2015,32,32_2015,7847,NW,Upland,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,JL23_aphthosa_no_vnf,100,99,otu376,,,69,,,,
P11509,608439,2015,32,32_2015,5698,NW,Upland,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.907851, 0.014362, 0.014346, 0.014076",P6068_peltigera_leucophlebia,99.819,100,OTU162,Peltigera_leucophlebia_2,0,0,0,0,,,69,,,,
P11510,660991,2015,32,32_2015,7847A,NW,Upland,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.909323, 0.014138, 0.014122, 0.013854",P6068_peltigera_leucophlebia,100,100,OTU67,Peltigera_leucophlebia_2,0,0,0,0,,,69,,,,
P11512,614295,2015,32,32_2015,7851,NW,Upland,Peltigera rufescens,Peltigera_neorufescens_5,"0.911935, 0.038297",P2086_peltigera_neorufescens_5,100,100,OTU126,Peltigera_neorufescens_5,JL23_aphthosa_no_vnf,100,99,otu376,,,69,,,,
P11505,611950,2015,32,32_2015,R,SE,Log/Stump,Peltigera leucophlebia,Peltigera_leucophlebia_6,"0.395742, 0.341416, 0.202350, 0.025411",P6063_peltigera_leucophlebia,100,100,OTU7,Peltigera_leucophlebia_6,0,0,0,0,,,69,,,,
P11517,607669,2015,32,32_2015,5426,SE,Upland,Peltigera leucophlebia,Peltigera_leucophlebia_6,"0.395742, 0.341416, 0.202350, 0.025411",P6063_peltigera_leucophlebia,100,100,OTU7,Peltigera_leucophlebia_6,0,0,0,0,,,70,,,,
P11514,602008,2015,32,32_2015,R,SW,Log/Stump,Peltigera leucophlebia,Peltigera_leucophlebia_6,"0.395545, 0.341391, 0.201851, 0.025726",P6063_peltigera_leucophlebia,99.819,100,OTU245,Peltigera_leucophlebia_6,0,0,0,0,,,70,,,,
P11513,661026,2015,32,32_2015,R,SW,Upland,Peltigera,Peltigera_leucophlebia_s_str,0.999081,P6065_peltigera_leucophlebia,100,100,OTU66,Peltigera_leucophlebia_1,NOS,98.063,98,otu116,,,70,,,,
P11516,600983,2015,32,32_2015,3240,SW,Upland,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,0,0,0,0,,,70,,,,
P11515,600864,2015,32,32_2015,3192,SW,Upland,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,0.999081,P6065_peltigera_leucophlebia,100,100,OTU66,Peltigera_leucophlebia_1,0,0,0,0,,,70,,,,
P9960,799822,2015,32,32_2015,15792,SW,Upland,Peltigera rufescens s.l.,0,0,0,0,0,0,,0,0,0,0,,,37,,,,
P10025,629069,2015,34,34_2015,15602,NE,Log/Stump,Peltigera leucophlebia,Peltigera_leucophlebia_6,"0.301560, 0.257126, 0.199294, 0.157330, 0.026532, 0.026385",P6082_peltigera_leucophlebia,100,100,OTU1,Peltigera_leucophlebia_6,0,0,0,0,,,39,,,,
P11292,629280,2015,34,34_2015,13138,NE,Log/Stump,Peltigera neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.329626, 0.328702, 0.328658",P1534_peltigera_sp14,85.075,87,OTU146,Peltigera_neckeri,JL23_aphthosa_no_vnf,100,99,otu376,,,65,,,,
P10027,657428,2015,34,34_2015,15594,NE,Tree/Other,Peltigera leucophlebia,0,0,0,0,0,0,,0,0,0,0,,,39,,,,
P8439,604514,2015,34,34_2015,16633,NE,Upland,Peltigera neorufescens TGO,Peltigera_rufescens_1,"0.710809, 0.230121, 0.012496",P2083_peltigera_rufescens_1,95.085,100,OTU403,Peltigera_rufescens_1,JL31_extenuata_vnf,99.533,99,otu92,XXXIIIa,0,,,,,
P11293,604522,2015,34,34_2015,R,NE,Upland,Peltigera canina,0,0,0,0,0,0,,JL31_extenuata_vnf,99.533,99,otu92,,,65,,,,
P11432,603685,2015,34,34_2015,R,NE,Upland,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.900519, 0.015479, 0.015463, 0.015180, 0.015164",P6068_peltigera_leucophlebia,99.819,100,OTU284,Peltigera_leucophlebia_2,0,0,0,0,,,68,,,,
P11452,604528,2015,34,34_2015,R,NE,Upland,Peltigera neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.329768, 0.328815, 0.328770",P1534_peltigera_sp14,85.075,90,OTU3,Peltigera_neckeri,JL23_aphthosa_no_vnf,100,99,otu376,,,68,,,,
P9675,657192,2015,34,34_2015,15576,NW,Tree/Other,Collema tenax s.s.,0,0,0,0,0,0,,0,0,0,0,,,31,,,,
P11435,657230,2015,34,34_2015,15577,NW,Tree/Other,Peltigera elisabethae,0,0,0,0,0,0,,JL31_extenuata_vnf,99.417,99,otu226,,,68,,,,
P11430,657228,2015,34,34_2015,15600,NW,Tree/Other,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.893031, 0.016612, 0.016604, 0.016305, 0.016286",P6060_peltigera_leucophlebia,99.819,100,OTU283,Peltigera_leucophlebia_2,JL23_aphthosa_no_vnf,100,99,otu376,,,68,,,,
P11295,627734,2015,34,34_2015,R,NW,Upland,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.901085, 0.015395, 0.015379, 0.015091, 0.015074",P6060_peltigera_leucophlebia,100,100,OTU121,Peltigera_leucophlebia_2,P12604_Peltigera_sp_Chile_Malalca_2_C1_P1,99.183,99,otu243,,,65,,,,
P11298,627746,2015,34,34_2015,R,NW,Upland,Peltigera neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.329768, 0.328815, 0.328770",P1534_peltigera_sp14,85.075,90,OTU3,Peltigera_neckeri,0,0,0,0,,,65,,,,
P11296,629473,2015,34,34_2015,R,SE,Log/Stump,Peltigera leucophlebia,Peltigera_leucophlebia_6,"0.395742, 0.341416, 0.202350, 0.025411",P6063_peltigera_leucophlebia,100,100,OTU7,Peltigera_leucophlebia_6,0,0,0,0,,,65,,,,
P11297,629581,2015,34,34_2015,R,SE,Log/Stump,Peltigera neckeri,0,0,0,0,0,0,,0,0,0,0,,,65,,,,
P11434,629959,2015,34,34_2015,13366,SE,Tree/Other,Peltigera didactyla,"Peltigera_didactyla_1,Peltigera_castanea,Peltigera_didactyla_2,Peltigera_sorediifera,Peltigera_didactyla_3","0.285711, 0.284156, 0.279499, 0.088403, 0.026337",P2102_peltigera_castanea,98.224,100,OTU285,Peltigera_castanea,JL31_extenuata_vnf,98.49,99,otu241,,,68,,,,
P11433,629845,2015,34,34_2015,R,SE,Tree/Other,Peltigera leucophlebia,Peltigera_leucophlebia_6,"0.395742, 0.341416, 0.202350, 0.025411",P6063_peltigera_leucophlebia,100,100,OTU7,Peltigera_leucophlebia_6,0,0,0,0,,,68,,,,
P11290,604741,2015,34,34_2015,15601,SE,Upland,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.901085, 0.015395, 0.015379, 0.015091, 0.015074",P6060_peltigera_leucophlebia,100,100,OTU121,Peltigera_leucophlebia_2,P1812_P_didactyla_Belgium?,99.401,94,otu408,,,65,,,,
P11299,604755,2015,34,34_2015,R,SE,Upland,Peltigera neckeri,0,0,0,0,0,0,,0,0,0,0,,,65,,,,
P11294,628462,2015,34,34_2015,R,SW,Log/Stump,Peltigera canina,Peltigera_sp_21,"0.184298, 0.064654, 0.060540, 0.054593, 0.054572, 0.054002, 0.053494, 0.053359, 0.050837, 0.044244, 0.043647",IC355_peltigera_islandica,100,100,OTU4,Peltigera_islandica,P0006_P_neocanina_Iceland,100,91,otu249,,,65,,,,
P11453,657025,2015,34,34_2015,12932,SW,Log/Stump,Peltigera canina,Peltigera_sp_18,"0.088230, 0.087380, 0.087153, 0.087149, 0.086008, 0.084848, 0.078786, 0.064042, 0.062397, 0.038197, 0.037945",P2081_peltigera_canina_2,100,100,OTU59,Peltigera_canina_2,JL23_aphthosa_no_vnf,100,99,otu376,,,68,,,,
P11291,628538,2015,34,34_2015,12904,SW,Log/Stump,Peltigera cf. neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.329768, 0.328815, 0.328770",P1534_peltigera_sp14,85.075,90,OTU3,Peltigera_neckeri,P12604_Peltigera_sp_Chile_Malalca_2_C1_P1,99.183,99,otu243,,,65,,,,
P10048,628399,2015,34,34_2015,15604,SW,Log/Stump,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.909085, 0.014176, 0.014161, 0.013886",P6083_peltigera_leucophlebia,100,100,OTU16,Peltigera_leucophlebia_2,0,0,0,0,,,39,,,,
P11454,657027,2015,34,34_2015,12932,SW,Log/Stump,Peltigera neckeri,0,0,0,0,0,0,,P12604_Peltigera_sp_Chile_Malalca_2_C1_P1,99.183,99,otu243,,,68,,,,
P11431,657505,2015,34,34_2015,15597,SW,Tree/Other,Peltigera leucophlebia,0,0,0,0,0,0,,0,0,0,0,,,68,,,,
P11436,605342,2015,34,34_2015,R,SW,Upland,Peltigera canina,Peltigera_sp_18,"0.088230, 0.087380, 0.087153, 0.087149, 0.086008, 0.084848, 0.078786, 0.064042, 0.062397, 0.038197, 0.037945",P2081_peltigera_canina_2,100,100,OTU59,Peltigera_canina_2,JL31_extenuata_vnf,99.533,99,otu92,XXXIIIa,,68,,,,
P11451,681833,2015,34,34_2015,R,SW,Upland,Peltigera cf. neckeri,0,0,0,0,0,0,,P12615_Leptogium_sp_Chile_Mocho_1_C1_P1,95.065,98,otu51,,,68,,,,
P11438,605292,2015,34,34_2015,R,SW,Upland,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.901085, 0.015395, 0.015379, 0.015091, 0.015074",P6060_peltigera_leucophlebia,100,100,OTU121,Peltigera_leucophlebia_2,0,0,0,0,,,68,,,,
P11437,628003,2015,34,34_2015,R,SW,Wetland,Peltigera leucophlebia,0,0,0,0,0,0,,0,0,0,0,,,68,,,,
P9966,584877,2015,234,234_2015,17029,NW,Log/Stump,Peltigera leucophlebia s.l.,0,0,0,0,0,0,,0,0,0,0,,,37,,,,
P11556,584643,2015,234,234_2015,17027,NW,Wetland,Peltigera aphthosa,0,0,0,0,0,0,,0,0,0,0,,,70,,,,
P9959,584701,2015,234,234_2015,17028,NW,Wetland,Peltigera leucophlebia s.l.,0,0,0,0,0,0,,0,0,0,0,,,37,,,,
P9958,584795,2015,234,234_2015,17030,SW,Wetland,Peltigera leucophlebia,0,0,0,0,0,0,,0,0,0,0,,,37,,,,
P11657,586187,2015,236,236_2015,17107,NE,Wetland,Peltigera neopolydactyla,0,0,0,0,0,0,,0,0,0,0,,,73,,,,
P11658,586185,2015,236,236_2015,17108,NE,Wetland,Peltigera scabrosa,0,0,0,0,0,0,,0,0,0,0,,,73,,,,
P9193,585617,2015,236,236_2015,38,NW,Log/Stump,Peltigera neckeri s.l.,0,0,0,0,0,0,,0,0,0,0,,,,,,,
P9202,585491,2015,236,236_2015,35,NW,Log/Stump,Peltigera neckeri s.l.,0,0,0,0,0,0,,0,0,0,0,,,,,,,
P11521,585607,2015,236,236_2015,R,NW,Log/Stump,Peltigera neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.329768, 0.328815, 0.328770",P1534_peltigera_sp14,85.075,90,OTU296,Peltigera_neckeri,JL31_extenuata_vnf,99.533,99,otu286,,,70,,,,
P11522,585609,2015,236,236_2015,R,NW,Log/Stump,Peltigera praetextata,Peltigera_sp_18,"0.088230, 0.087380, 0.087153, 0.087149, 0.086008, 0.084848, 0.078786, 0.064042, 0.062397, 0.038197, 0.037945",P2081_peltigera_canina_2,100,100,OTU59,Peltigera_canina_2,JL23_aphthosa_no_vnf,99.538,97,otu212,,,70,,,,
P11659,586500,2015,236,236_2015,17110,NW,Upland,Peltigera neopolydactyla,Peltigera_neopolydactyla_1,"0.673014, 0.043004, 0.042637, 0.030833, 0.030833, 0.030606, 0.030180, 0.030056, 0.029919, 0.029859",P309_peltigera_neopolydactyla_1,99.522,100,OTU304,Peltigera_neopolydactyla_1,0,0,0,0,,,73,,,,
P11660,586498,2015,236,236_2015,17109,NW,Upland,Peltigera rufescens s.l.,Peltigera_rufescens_1,"0.635823, 0.308484, 0.012769",P2083_peltigera_rufescens_1,99.524,100,OTU305,Peltigera_rufescens_1,JL31_extenuata_vnf,99.534,100,otu75,,,73,,,,
P11520,585941,2015,236,236_2015,R,NW,Wetland,Peltigera neopolydactyla,Peltigera_occidentalis,0.999552,P299_peltigera_occidentalis,99.674,100,OTU132,Peltigera_occidentalis,P2072_P_neorufescens2_CostaRica,90.603,96,otu54,,,70,,,,
P11519,585873,2015,236,236_2015,R,SE,Log/Stump,Peltigera neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.329768, 0.328815, 0.328770",P1534_peltigera_sp14,85.075,90,OTU3,Peltigera_neckeri,P1839_P_retifoveata_USA,99.883,96,otu213,,,70,,,,
P8952,586286,2015,236,236_2015,66,SW,Log/Stump,Peltigera neckeri s.l.,0,0,0,0,0,0,,0,0,0,0,,,,,,,
P11518,774849,2015,236,236_2015,R,SW,Log/Stump,Peltigera praetextata,Peltigera_sp_21,"0.184298, 0.064654, 0.060540, 0.054593, 0.054572, 0.054002, 0.053494, 0.053359, 0.050837, 0.044244, 0.043647",IC355_peltigera_islandica,100,100,OTU4,Peltigera_islandica,P0006_P_neocanina_Iceland,100,91,otu249,,,70,,,,
P11501,661772,2015,264,264_2015,8731,NE,Log/Stump,Peltigera canina,Peltigera_praetextata,"0.144168, 0.081904, 0.081301, 0.081244, 0.080696, 0.078813, 0.073249, 0.059715, 0.058236, 0.035980, 0.035752",P2081_peltigera_canina_2,99.814,100,OTU293,Peltigera_canina_2,P1839_P_retifoveata_USA,99.884,95,otu347,,,69,,,,
P11500,616512,2015,264,264_2015,8731,NE,Log/Stump,Peltigera leucophlebia,Peltigera_leucophlebia_6,"0.394635, 0.338103, 0.204545, 0.026384",P6063_peltigera_leucophlebia,99.819,100,OTU108,Peltigera_leucophlebia_6,0,0,0,0,,,69,,,,
P9441,618199,2015,264,264_2015,9348,NE,Tree/Other,Peltigera ponojensis,Peltigera_ponojensis_monticola_1a,"0.191907, 0.147189, 0.111236, 0.111206, 0.111117, 0.110104, 0.108738, 0.108500",P2181_peltigera_ponojensis_1a,100,100,OTU26,Peltigera_ponojensis_1a,P1839_P_retifoveata_USA,99.884,95,otu347,,,26,,,,
P11499,614537,2015,264,264_2015,7941,NE,Upland,Peltigera praetextata s.l.,Peltigera_sp_21,"0.184298, 0.064654, 0.060540, 0.054593, 0.054572, 0.054002, 0.053494, 0.053359, 0.050837, 0.044244, 0.043647",IC355_peltigera_islandica,100,100,OTU4,Peltigera_islandica,0,0,0,0,,,69,,,,
P9175,661862,2015,264,264_2015,15863,NW,Log/Stump,Peltigera cf. membranacea,Peltigera_sp_21,"0.184298, 0.064654, 0.060540, 0.054593, 0.054572, 0.054002, 0.053494, 0.053359, 0.050837, 0.044244, 0.043647",IC355_peltigera_islandica,100,100,OTU4,Peltigera_islandica,P1839_P_retifoveata_USA,99.884,95,otu347,,,,,,,
P9226,682230,2015,264,264_2015,8538,NW,Log/Stump,Peltigera cf. latiloba,Peltigera_leucophlebia_s_str,"0.916736, 0.013005, 0.012990, 0.012732",P1343_peltigera_latiloba,100,100,OTU115,Peltigera_latiloba,JL23_aphthosa_no_vnf,100,99,otu376,XXXIIIa,0,,,,,
P9227,616013,2015,264,264_2015,8538,NW,Log/Stump,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.909323, 0.014138, 0.014122, 0.013854",P6068_peltigera_leucophlebia,100,100,OTU67,Peltigera_leucophlebia_2,0,0,0,0,,0,,,,,
P11492,616015,2015,264,264_2015,8539,NW,Log/Stump,Peltigera neckeri,0,0,0,0,0,0,,0,0,0,0,,,69,,,,
P11503,662363,2015,264,264_2015,9141,NW,Tree/Other,Peltigera neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.329768, 0.328815, 0.328770",P1534_peltigera_sp14,85.075,90,OTU3,Peltigera_neckeri,P1839_P_retifoveata_USA,99.883,96,otu213,,,69,,,,
P11502,617643,2015,264,264_2015,9141,NW,Tree/Other,Peltigera praetextata,Peltigera_canina_1,"0.130421, 0.076740, 0.076423, 0.076164, 0.076109, 0.075304, 0.074499, 0.069247, 0.056443, 0.055008, 0.033862",HOB13_peltigera_canina_1,100,100,OTU103,Peltigera_canina_1,P2034_P_ponojensis_Argentina,99.434,94,otu238,,,69,,,,
P11495,661827,2015,264,264_2015,8992,SE,Log/Stump,Peltigera cf. neopolydactyla,Peltigera_leucophlebia_s_str,0.999081,P6065_peltigera_leucophlebia,100,100,OTU66,,0,0,0,0,,check surrounding samples for contamination,69,,,,
P11496,617210,2015,264,264_2015,8992,SE,Log/Stump,Peltigera leucophlebia,Peltigera_occidentalis,0.999552,P299_peltigera_occidentalis,99.674,100,OTU132,Peltigera_occidentalis,P2072_P_neorufescens2_CostaRica,90.01,96,otu41,,,69,,,,
P11493,614609,2015,264,264_2015,7973,SE,Upland,Peltigera neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.329626, 0.328702, 0.328658",P1534_peltigera_sp14,85.075,87,OTU146,Peltigera_neckeri,0,0,0,0,,,69,,,,
P9957,613494,2015,264,264_2015,7564,SE,Upland,Peltigera praetextata,0,0,0,0,0,0,,0,0,0,0,,,37,,,,
P11494,614433,2015,264,264_2015,7894,SW,Log/Stump,Peltigera neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.329626, 0.328702, 0.328658",P1534_peltigera_sp14,85.075,87,OTU146,Peltigera_neckeri,JL31_extenuata_vnf,99.417,99,otu378,,,69,,,,
P9650,662476,2015,264,264_2015,15892,SW,Tree/Other,Leptogium saturninum,0,0,0,0,0,0,,DQ266037_Leptogium_saturninum2_Finland,99.758,91,otu130,,,31,,,,
P11498,661764,2015,264,264_2015,7507,SW,Upland,Peltigera cf. neckeri,0,0,0,0,0,0,,0,0,0,0,,,69,,,,
P11497,613360,2015,264,264_2015,7507,SW,Upland,Peltigera praetextata,Peltigera_praetextata,"0.159079, 0.135513, 0.073580, 0.068333, 0.065682, 0.057859, 0.057643, 0.057082, 0.035427, 0.035394, 0.034860",P0420_peltigera_praetextata,100,98,OTU5,Peltigera_praetextata,P0420_P_praetextata_Serbia,99.878,96,otu39,,,69,,,,
P8322,670954,2015,359,359_2015,16274,SE,Tree/Other,Peltigera cf. canina,Peltigera_canina_1,"0.132123, 0.076301, 0.075767, 0.075711, 0.075676, 0.074880, 0.074031, 0.068876, 0.056281, 0.054864, 0.033965",P2118_peltigera_canina_1,100,100,OTU100,Peltigera_canina_1,P2047_P_andensis_Boliva_2054_friesiorum_Peru,99.107,96,otu309,_XXXIXd,0,,,,,
P6398,1147271,2015,412,412_2015,17021,NE,Wetland,Peltigera latiloba,Peltigera_leucophlebia_s_str,"0.883741, 0.018027, 0.017908, 0.017723, 0.017705",P294_peltigera_latiloba,99.819,100,OTU246,Peltigera_leucophlebia_2,0,0,0,0,,0,,,,,
P6399/P6900,1147273,2015,412,412_2015,17022,NE,Wetland,Peltigera conspersa TGO,0,0,0,0,0,0,,0,0,0,0,,,,,,,
P6401,635386,2015,412,412_2015,17020,NE,Wetland,Peltigera scabrosa 1,Peltigera_scabrosa_1,1,P550_peltigera_scabrosa_1,100,100,OTU109,Peltigera_scabrosa_1,P2072_P_neorufescens2_CostaRica,89.888,96,otu285,VIIa,0,,,,,
P9956,635266,2015,412,412_2015,17019,NE,Wetland,Peltigera leucophlebia,0,0,0,0,0,0,,0,0,0,0,,,37,,,,
P11610,635738,2015,412,412_2015,R,NW,Tree/Other,Peltigera,0,0,0,0,0,0,,0,0,0,0,,,72,,,,
P6397,634597,2015,412,412_2015,14841,NW,Wetland,Peltigera neopolydactyla s.l.,0,0,0,0,0,0,,0,0,0,0,,,,,,,
P11611,634585,2015,412,412_2015,14839,NW,Wetland,Peltigera leucophlebia,Peltigera_leucophlebia_6,"0.395867, 0.341228, 0.203249, 0.024756",P6063_peltigera_leucophlebia,99.819,100,OTU287,Peltigera_leucophlebia_6,0,0,0,0,,,72,,,,
P6318,1147277,2015,412,412_2015,17026,SE,Wetland,"Peltigera ""leucophlebia 1""",Peltigera_leucophlebia_s_str,0.999081,P6065_peltigera_leucophlebia,100,100,OTU66,Peltigera_leucophlebia_1,JL31_extenuata_vnf,100,100,otu366,XXXIIIa,0,,,,,
P6400,633963,2015,412,412_2015,17025,SE,Wetland,Peltigera aphthosa 9,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,0,0,0,0,,0,,,,,
P6402,634051,2015,412,412_2015,17024,SE,Wetland,Peltigera scabrosa 1,Peltigera_scabrosa_1,1,P550_peltigera_scabrosa_1,100,100,OTU109,Peltigera_scabrosa_1,P2072_P_neorufescens2_CostaRica,90.603,96,otu54,VIIa,0,,,,,
P6404,634061,2015,412,412_2015,14670,SE,Wetland,Peltigera neorufescens 6,Peltigera_neorufescens_5,"0.237353, 0.134754, 0.134252, 0.134047, 0.133992, 0.076716, 0.062924, 0.045540",P2184_peltigera_neorufescens_3,94.667,99,OTU339,Peltigera_aff_neorufescens,P1486_P_ponojensis_USA,99.393,96,otu52,XXX,check alns; potential new lineage,,,,,
P6405,800871,2015,412,412_2015,14670,SE,Wetland,Peltigera malacea 2a,Peltigera_malacea_2,0.992208,P783_peltigera_malacea,100,100,OTU46,Peltigera_malacea_2,NOS,96.489,93,otu326,aff_IV,0,,,,,
P6903,633971,2015,412,412_2015,17023,SE,Wetland,Peltigera leucophlebia,Peltigera_leucophlebia_6,"0.395742, 0.341416, 0.202350, 0.025411",P6063_peltigera_leucophlebia,100,100,OTU7,Peltigera_leucophlebia_6,0,0,0,0,,0,,,,,
P7011,670133,2015,412,412_2015,16242,SW,Log/Stump,Peltigera extenuata,0,0,0,0,0,0,,0,0,0,0,,,,,,,
P7014,635770,2015,412,412_2015,15195,SW,Wetland,Peltigera didactyla,0,0,0,0,0,0,,0,0,0,0,,,,,,,
P10031,622231,2015,414,414_2015,10861,NE,Log/Stump,Peltigera latiloba,0,0,0,0,0,0,,0,0,0,0,,,39,,,,
P11446,668822,2015,414,414_2015,16193,NE,Upland,Peltigera cf. neckeri,0,0,0,0,0,0,,0,0,0,0,,,68,,,,
P10032,801071,2015,414,414_2015,11125A,NE,Upland,Peltigera latiloba,0,0,0,0,0,0,,0,0,0,0,,,39,,,,
P11447,622942,2015,414,414_2015,11125,NE,Upland,Peltigera leucophlebia,0,0,0,0,0,0,,0,0,0,0,,,68,,,,
P10033,668657,2015,414,414_2015,16179,NE,Wetland,Peltigera latiloba,Peltigera_leucophlebia_s_str,"0.916736, 0.013005, 0.012990, 0.012732",P1343_peltigera_latiloba,99.819,100,OTU6,Peltigera_latiloba,0,0,0,0,,,39,,,,
P10035,801081,2015,414,414_2015,3864,NE,Wetland,Peltigera latiloba,0,0,0,0,0,0,,0,0,0,0,,,39,,,,
P10036,1456659,2015,414,414_2015,3864,NE,Wetland,Peltigera latiloba,Peltigera_leucophlebia_s_str,"0.892495, 0.016693, 0.016586, 0.016419, 0.016402",P294_peltigera_latiloba,99.457,100,OTU8,Peltigera_latiloba,0,0,0,0,,,39,,,,
P10034,602854,2015,414,414_2015,3864,NE,Wetland,Peltigera leucophlebia,Peltigera_leucophlebia_6,"0.395742, 0.341416, 0.202350, 0.025411",P6063_peltigera_leucophlebia,100,100,OTU7,Peltigera_leucophlebia_6,0,0,0,0,,,39,,,,
P11455,668644,2015,414,414_2015,R,NE,Wetland,Peltigera malacea,0,0,0,0,0,0,,0,0,0,0,,,68,,,,
P11450,668659,2015,414,414_2015,16180,NE,Wetland,Peltigera neopolydactyla,0,0,0,0,0,0,,P2072_P_neorufescens2_CostaRica,89.888,96,otu285,,,68,,,,
P11456,668654,2015,414,414_2015,R,NE,Wetland,Peltigera scabrosa,0,0,0,0,0,0,,P2072_P_neorufescens2_CostaRica,90.707,93,otu10,,,68,,,,
P11819,668391,2015,414,414_2015,16155,NW,Upland,Stereocaulon,0,0,0,0,0,0,,0,0,0,0,,,76,,,,
