alerts,duke_dna,Region_Abb,placeholder,placeholder,placeholder,Current ID even for specimens not in tree,placeholder,placeholder,clade,abmi_id,site,year,collector,region,site_year,ITS,envelope,quadrant,stratum,orig_id,tbas_id,peltigera_epa_likelihood,peltigera_top_blast_id,peltigera_blast_pi,peltigera_blast_query_cover,Source,placeholder,Specimen Current Location,Ownership/Original Location?,World Koppen Climate Index,Lat Long Exact or Notes,Lat_dd,Long_dd,placeholder,Altitude (mASL),Ayla Hab Picture Made,Alya Aspect from Images,Aspect from images,Habitat (from portal download Aug 2023),ABMI_SITE_COPY FOR PHOTO LOOKUP,ABMI_YEAR_COPY FOR PHOTO LOOKUP,DH finalized habitat,"DH finalized habitat with ABMI photos, habsum",moisture regime,"Aquatic influence (in valley/ravine/coulee, along creek, along water body)",Disturbance? Only note if collector noted or visible in Google Earth,Substrate raw with observations (from portal download Aug 2023),"Substrate condensed, updated with RC info from directly beneath thallus to away from thallus (soil includes litter; moss includes dwarf veg like Selaginella; use terr if generic ground given for substrate)",HABITAT TRENDS,Notes/Means,peltigera_final_molecular_id_original,peltigera_final_molecular_id_updated,nostoc_top_blast_id,nostoc_blast_pi,nostoc_blast_query_cover,its_otu,rbclx_otu,nostoc_final_id,batch_48,CP notes,DH NOTES
,P11519,CANADA_AB,,,,,,,,585873,236,2015,ABMI: Stacey Lockie,Canada: Alberta,236_2015,Carlos,R,SE,Log/Stump,Peltigera neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.329768, 0.328815, 0.328770",P1534_peltigera_sp14,85.075,90,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,58.374332,-112.436066,,221,,,,"Boreal Natural Region (Central Mixedwood Subregion).Moist moderately nutrient rich aspen dominated mixedwood, trees > 10 m tall. % 25x15 m plot disturbed: none. ",236,2015,,mature poplar,mesic,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_neckeri,Peltigera_neckeri,P1839_P_retifoveata_USA,99.883,96,OTU3,otu213,,70,,
,P11520,CANADA_AB,,,,,,,,585941,236,2015,ABMI: Stacey Lockie,Canada: Alberta,236_2015,Carlos,R,NW,Wetland,Peltigera neopolydactyla,Peltigera_occidentalis,0.999552,P299_peltigera_occidentalis,99.674,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,58.374332,-112.436066,,221,,,,"Boreal Natural Region (Central Mixedwood Subregion).Moist moderately nutrient rich aspen dominated mixedwood, trees > 10 m tall. % 25x15 m plot disturbed: none. ",236,2015,,mature poplar,mesic,,none,Wetlands. Collected from one or more of the following:  peatland,,,,Peltigera_occidentalis,Peltigera_occidentalis,P2072_P_neorufescens2_CostaRica,90.603,96,OTU132,otu54,,70,,
,P11521,CANADA_AB,,,,,,,,585607,236,2015,ABMI: Stacey Lockie,Canada: Alberta,236_2015,Carlos,R,NW,Log/Stump,Peltigera neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.329768, 0.328815, 0.328770",P1534_peltigera_sp14,85.075,90,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,58.374332,-112.436066,,221,,,,"Boreal Natural Region (Central Mixedwood Subregion).Moist moderately nutrient rich aspen dominated mixedwood, trees > 10 m tall. % 25x15 m plot disturbed: none. ",236,2015,,mature poplar,mesic,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_neckeri,Peltigera_neckeri,JL31_extenuata_vnf,99.533,99,OTU296,otu286,,70,,
,P11522,CANADA_AB,,,,,,,,585609,236,2015,ABMI: Stacey Lockie,Canada: Alberta,236_2015,Carlos,R,NW,Log/Stump,Peltigera praetextata,Peltigera_sp_18,"0.088230, 0.087380, 0.087153, 0.087149, 0.086008, 0.084848, 0.078786, 0.064042, 0.062397, 0.038197, 0.037945",P2081_peltigera_canina_2,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,58.374332,-112.436066,,221,,,,"Boreal Natural Region (Central Mixedwood Subregion).Moist moderately nutrient rich aspen dominated mixedwood, trees > 10 m tall. % 25x15 m plot disturbed: none. ",236,2015,,mature poplar,mesic,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_canina_2,Peltigera_canina_2,JL23_aphthosa_no_vnf,99.538,97,OTU59,otu212,,70,,
,P11523,CANADA_AB,,,,,,,,572387,509,2014,ABMI: Gordon Schnurr,Canada: Alberta,509_2014,Carlos,24517,SE,Log/Stump,Peltigera praetextata,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.633797,-111.700684,,434,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",509,2014,,mature aspen mix,mesic,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,,,0,0,0,0,0,,70,,
,P11524,CANADA_AB,,,,,,,,425923,509,2014,ABMI: Gordon Schnurr,Canada: Alberta,509_2014,Carlos,8106,SE,Log/Stump,Peltigera canina,Peltigera_sp_18,"0.088230, 0.087380, 0.087153, 0.087149, 0.086008, 0.084848, 0.078786, 0.064042, 0.062397, 0.038197, 0.037945",P2081_peltigera_canina_2,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.633797,-111.700684,,434,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",509,2014,,mature aspen mix,mesic,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_canina_2,Peltigera_canina_2,P1839_P_retifoveata_USA,99.883,96,OTU59,otu213,,70,,
,P11525,CANADA_AB,,,,,,,,442971,500,2014,ABMI: Jesse Lewis,Canada: Alberta,500_2014,Carlos,13022,NW,Log/Stump,Peltigera canina,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.904362,-114.559021,,546,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",500,2014,,mature aspen mix,mesic,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,,,P0006_P_neocanina_Iceland,100,91,0,otu249,,70,,
,P11526,CANADA_AB,,,,,,,,441516,500,2014,ABMI: Jesse Lewis,Canada: Alberta,500_2014,Carlos,12601,SE,Upland,Peltigera cf. elisabethae,Peltigera_malacea_2,0.992208,P783_peltigera_malacea,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.904362,-114.559021,,546,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",500,2014,,mature aspen mix,mesic,,none,Upland soils. Collected from one or more of the following:  shaded humus,,,,Peltigera_malacea_2,Peltigera_malacea_2,0,0,0,OTU46,0,,70,check specimen for mycobiont ID,
,P11527,CANADA_AB,,,,,,,,441502,500,2014,ABMI: Jesse Lewis,Canada: Alberta,500_2014,Carlos,12596,SE,Upland,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.904362,-114.559021,,546,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",500,2014,,mature aspen mix,mesic,,none,Upland soils. Collected from one or more of the following:  shaded humus,,,,Peltigera_aphthosa_5,Peltigera_aphthosa_5,0,0,0,OTU47,0,,70,,
,P11528,CANADA_AB,,,,,,,,439591,500,2014,ABMI: Jesse Lewis,Canada: Alberta,500_2014,Carlos,12098,NE,Upland,Peltigera neopolydactyla,Peltigera_neopolydactyla_1,"0.673014, 0.043004, 0.042637, 0.030833, 0.030833, 0.030606, 0.030180, 0.030056, 0.029919, 0.029859",P309_peltigera_neopolydactyla_1,99.84,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.904362,-114.559021,,546,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",500,2014,,mature aspen mix,mesic,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,Peltigera_neopolydactyla_1,Peltigera_appalachiensis,P2072_P_neorufescens2_CostaRica,89.898,96,OTU49,otu253,,70,,
,P11529,CANADA_AB,,,,,,,,438217,500,2014,ABMI: Jesse Lewis,Canada: Alberta,500_2014,Carlos,11672,SE,Log/Stump,Peltigera elisabethae,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.904362,-114.559021,,546,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",500,2014,,mature aspen mix,mesic,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,,,0,0,0,0,0,,70,,
,P11530,CANADA_AB,,,,,,,,439595,500,2014,ABMI: Jesse Lewis,Canada: Alberta,500_2014,Carlos,12100,NE,Upland,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.893345, 0.016571, 0.016556, 0.016257, 0.016239",P6060_peltigera_leucophlebia,99.819,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.904362,-114.559021,,546,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",500,2014,,mature aspen mix,mesic,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,Peltigera_leucophlebia_2,Peltigera_leucophlebia_2,0,0,0,OTU297,0,,70,,
,P11531,CANADA_AB,,,,,,,,441637,500,2014,ABMI: Jesse Lewis,Canada: Alberta,500_2014,Carlos,12641,SW,Upland,Peltigera canina,Peltigera_canina_1,"0.132123, 0.076301, 0.075767, 0.075711, 0.075676, 0.074880, 0.074031, 0.068876, 0.056281, 0.054864, 0.033965",P2118_peltigera_canina_1,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.904362,-114.559021,,546,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",500,2014,,mature aspen mix,mesic,,none,Upland soils. Collected from one or more of the following:  exposed humus,,,,Peltigera_canina_1,Peltigera_canina_1,P2047_P_andensis_Boliva_2054_friesiorum_Peru,99.777,96,OTU100,otu19,,70,,
,P11532,CANADA_AB,,,,,,,,587152,500,2014,ABMI: Jesse Lewis,Canada: Alberta,500_2014,Carlos,12641,SW,Upland,Peltigera elisabethae,Peltigera_elisabethae,"0.819424, 0.146709",P1534_peltigera_sp14,84,89,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.904362,-114.559021,,546,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",500,2014,,mature aspen mix,mesic,,none,Upland soils. Collected from one or more of the following:  exposed humus,,,,Peltigera_elisabethae,Peltigera_elisabethae,P2010_2011_2033_fibril_424_2007_2008_sp2_1598_austroam_1561_,99.878,96,OTU101,otu37,,70,,
,P11533,CANADA_AB,,,,,,,,433376,500,2014,ABMI: Jesse Lewis,Canada: Alberta,500_2014,Carlos,10270,SE,Tree/Other,Peltigera elisabethae,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.904362,-114.559021,,546,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",500,2014,,mature aspen mix,mesic,,none,"Trees & vertical structures. Collected from one or more of the following:  broadleaf trees, conifers, shrubs",,,,,,0,0,0,0,0,,70,,
,P11534,CANADA_AB,,,,,,,,140284,639,2012,ABMI: Ashley Hillman,Canada: Alberta,639_2012,Carlos,4495,NW,Upland,Peltigera didactyla,"Peltigera_didactyla_1,Peltigera_castanea,Peltigera_didactyla_2,Peltigera_sorediifera,Peltigera_didactyla_3","0.302049, 0.295565, 0.293344, 0.037323, 0.009536, 0.009176, 0.008851",P2140_peltigera_didactyla_1,97.028,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.747368,-110.403282,,575,,,,"Boreal Natural Region (Central Mixedwood Subregion). Nutrient poor, mesic black spruce, trees <10m tall. % 25x15 m plot disturbed: 100% forestry. No photo",639,2012,,young spruce,mesic,,forestry,"Upland soils. Collected from one or more of the following:  disturbed mineral soil, shaded humus",,,,Peltigera_aff_didactyla,Peltigera_aff_didactyla,JL23_aphthosa_no_vnf,100,99,OTU165,otu376,,70,,
,P11535,CANADA_AB,,,,,,,,93211,1580,2012,ABMI: Jesse Lewis,Canada: Alberta,1580_2012,Carlos,4204,NE,Rock,Peltigera extenuata,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,49.631435,-110.293648,,1430,,,,"Rocky Mountain Natural Region (Montane Subregion). Dominant current ecosite (150m radius): Xeric spruce-dominated forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",1580,2012,,mature pine,xeric,,none,Rock. Collected from one or more of the following:  rocks < 50 cm diam.,,,,,,P1109_P_extenuata_NorthAmerica,100,96,0,otu176,,70,,
,P11536,CANADA_AB,,,,,,,,295225,1260,2011,ABMI: Mireille Martel,Canada: Alberta,1260_2011,Carlos,4952A,SW,Upland,Peltigera kristinssonii,Peltigera_kristinssonii,0.999989,HOB2_peltigera_kristinssonii,99.309,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.82333,-117.458916,,2052,,,,"Rocky Mountain Natural Region (Alpine Subregion). Dominant current ecosite (150m radius): Hygric upland spruce forest on nutrient rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",1260,2011,,mature spruce,hygric,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,Peltigera_kristinssonii,Peltigera_kristinssonii,P2030_P_fibrilloides?_USA,99.756,96,OTU298,otu67,,70,,
,P11537,CANADA_AB,,,,,,,,295053,1232,2011,ABMI: Mireille Martel,Canada: Alberta,1232_2011,Carlos,5302B,NE,Log/Stump,Peltigera kristinssonii,Peltigera_kristinssonii,0.999988,HOB2_peltigera_kristinssonii,99.655,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.969749,-117.215393,,1825,,,,"Rocky Mountain Natural Region (Subalpine Subregion). Dominant current ecosite (150m radius): Xeric spruce-dominated forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",1232,2011,,mature spruce,xeric,,none,Dead wood. Collected from one or more of the following:  hard logs &/or stumps,,,,Peltigera_kristinssonii,Peltigera_kristinssonii,P1110_P_fuscopraetextata_NorthAmerica,99.878,96,OTU299,otu98,,70,,
,P11538,CANADA_AB,,,,,,,,297710,1232,2011,ABMI: Mireille Martel,Canada: Alberta,1232_2011,Carlos,5303B,SE,Upland,Peltigera kristinssonii,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.969749,-117.215393,,1825,,,,"Rocky Mountain Natural Region (Subalpine Subregion). Dominant current ecosite (150m radius): Xeric spruce-dominated forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",1232,2011,,mature spruce,xeric,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,,,0,0,0,0,0,,70,,
,P11539,CANADA_AB,,,,,,,,295089,1232,2011,ABMI: Mireille Martel,Canada: Alberta,1232_2011,Carlos,5038A,SW,Upland,Peltigera kristinssonii,Peltigera_kristinssonii,0.999988,HOB2_peltigera_kristinssonii,99.655,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.969749,-117.215393,,1825,,,,"Rocky Mountain Natural Region (Subalpine Subregion). Dominant current ecosite (150m radius): Xeric spruce-dominated forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",1232,2011,,mature spruce,xeric,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,Peltigera_kristinssonii,Peltigera_kristinssonii,P1110_P_fuscopraetextata_NorthAmerica,99.878,96,OTU299,otu98,,70,,
,P11540,CANADA_AB,,,,,,,,305659,1232,2011,ABMI: Mireille Martel,Canada: Alberta,1232_2011,Carlos,5033,SW,Log/Stump,Peltigera kristinssonii,Peltigera_kristinssonii,0.999989,HOB2_peltigera_kristinssonii,99.482,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.969749,-117.215393,,1825,,,,"Rocky Mountain Natural Region (Subalpine Subregion). Dominant current ecosite (150m radius): Xeric spruce-dominated forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",1232,2011,,mature spruce,xeric,,none,Dead wood. Collected from one or more of the following:  hard logs &/or stumps,,,,Peltigera_kristinssonii,Peltigera_kristinssonii,P1110_P_fuscopraetextata_NorthAmerica,99.878,96,OTU38,otu98,,70,,
,P11541,CANADA_AB,,,,,,,,308372,1232,2011,ABMI: Mireille Martel,Canada: Alberta,1232_2011,Carlos,5297A,NW,Log/Stump,Peltigera kristinssonii,Peltigera_kristinssonii,0.999989,HOB2_peltigera_kristinssonii,99.482,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.969749,-117.215393,,1825,,,,"Rocky Mountain Natural Region (Subalpine Subregion). Dominant current ecosite (150m radius): Xeric spruce-dominated forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",1232,2011,,mature spruce,xeric,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_kristinssonii,Peltigera_kristinssonii,P1110_P_fuscopraetextata_NorthAmerica,100,96,OTU38,otu121,,70,,
,P11542,CANADA_AB,,,,,,,,308365,1232,2011,ABMI: Mireille Martel,Canada: Alberta,1232_2011,Carlos,5074A,NE,Upland,Peltigera kristinssonii,Peltigera_kristinssonii,0.999988,HOB2_peltigera_kristinssonii,99.827,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.969749,-117.215393,,1825,,,,"Rocky Mountain Natural Region (Subalpine Subregion). Dominant current ecosite (150m radius): Xeric spruce-dominated forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",1232,2011,,mature spruce,xeric,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,Peltigera_kristinssonii,Peltigera_kristinssonii,P2030_P_fibrilloides?_USA,99.756,96,OTU300,otu67,,70,,
,P11543,CANADA_AB,,,,,,,,289844,1232,2011,ABMI: Mireille Martel,Canada: Alberta,1232_2011,Carlos,5303,SE,Upland,Peltigera rufescens,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.969749,-117.215393,,1825,,,,"Rocky Mountain Natural Region (Subalpine Subregion). Dominant current ecosite (150m radius): Xeric spruce-dominated forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",1232,2011,,mature spruce,xeric,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,,,0,0,0,0,0,,70,,
,P11544,CANADA_AB,,,,,,,,305656,1232,2011,ABMI: Mireille Martel,Canada: Alberta,1232_2011,Carlos,5303,SE,Upland,Peltigera canina,Peltigera_sp_20,"0.783211, 0.038024, 0.030506, 0.011640, 0.011636, 0.011520, 0.011402, 0.011391, 0.010860, 0.009473, 0.009350",HOB16_peltigera_sp20,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.969749,-117.215393,,1825,,,,"Rocky Mountain Natural Region (Subalpine Subregion). Dominant current ecosite (150m radius): Xeric spruce-dominated forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",1232,2011,,mature spruce,xeric,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,Peltigera_islandica,Peltigera_islandica,P12594_Peltigera_truculenta_Chile_Puyehue_3_C1_P1,97.55,99,OTU39,otu292,,70,,
,P11545,CANADA_AB,,,,,,,,126373,637,2012,ABMI: Ashley Hillman,Canada: Alberta,637_2012,Carlos,6045,NW,Wetland,Peltigera cf. neopolydactyla,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.811905,-111.004028,,564,,,,"Boreal Natural Region (Central Mixedwood Subregion). Nutrient poor, mesic black spruce, trees <10m tall. % 25x15 m plot disturbed: none. ",637,2012,,treed bog,hydric,,none,Wetlands. Collected from one or more of the following:  peatland,,,,,,0,0,0,0,0,,70,,
,P11546,CANADA_AB,1_2016,,,,,,,601508,1,2015,ABMI: Gordon Schnurr,Canada: Alberta,1_2015,Carlos,3430,NW,Upland,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.943127,-110.282402,,359,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (150m radius): Mesic pine dominated forest on nutrient poor soils, trees <10m tall. % 25x15 m plot disturbed: none. ",1,2015,,young pine,mesic,,none,Upland soils. Collected from one or more of the following:  shaded humus,,,,Peltigera_aphthosa_5,Peltigera_aphthosa_5,0,0,0,OTU47,0,,70,,
,P11547,CANADA_AB,1_2016,,,,,,,604153,1,2015,ABMI: Gordon Schnurr,Canada: Alberta,1_2015,Carlos,R,NE,Wetland,Peltigera leucophlebia,Peltigera_leucophlebia_6,"0.396033, 0.342184, 0.201909, 0.025126",P6063_peltigera_leucophlebia,99.819,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.943127,-110.282402,,359,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (150m radius): Mesic pine dominated forest on nutrient poor soils, trees <10m tall. % 25x15 m plot disturbed: none. ",1,2015,,young pine,mesic,,none,Wetlands. Collected from one or more of the following:  peatland,,,,Peltigera_leucophlebia_6,Peltigera_leucophlebia_6,0,0,0,OTU133,0,,70,,
,P11548,CANADA_AB,1_2016,,,,,,,654904,1,2015,ABMI: Gordon Schnurr,Canada: Alberta,1_2015,Carlos,R,SW,Upland,Peltigera rufescens,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.943127,-110.282402,,359,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (150m radius): Mesic pine dominated forest on nutrient poor soils, trees <10m tall. % 25x15 m plot disturbed: none. ",1,2015,,young pine,mesic,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,,,JL31_extenuata_vnf,100,99,0,otu367,,70,,
,P11549,CANADA_AB,1_2016,,,,,,,612854,1,2015,ABMI: Gordon Schnurr,Canada: Alberta,1_2015,Carlos,R,SW,Upland,Peltigera leucophlebia,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.943127,-110.282402,,359,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (150m radius): Mesic pine dominated forest on nutrient poor soils, trees <10m tall. % 25x15 m plot disturbed: none. ",1,2015,,young pine,mesic,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,,,0,0,0,0,0,,70,,
,P11550,CANADA_AB,1_2016,,,,,,,621907,1,2015,ABMI: Gordon Schnurr,Canada: Alberta,1_2015,Carlos,10739,NE,Upland,Peltigera leucophlebia,Peltigera_leucophlebia_6,"0.394684, 0.338211, 0.204461, 0.026352",P6063_peltigera_leucophlebia,99.819,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.943127,-110.282402,,359,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (150m radius): Mesic pine dominated forest on nutrient poor soils, trees <10m tall. % 25x15 m plot disturbed: none. ",1,2015,,young pine,mesic,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,Peltigera_leucophlebia_6,Peltigera_leucophlebia_6,0,0,0,OTU248,0,,70,,
,P11551,CANADA_AB,1_2016,,,,,,,655634,1,2015,ABMI: Gordon Schnurr,Canada: Alberta,1_2015,Carlos,15531,NE,Upland,Peltigera rufescens,Peltigera_fimbriata,"0.299654, 0.266508, 0.151436, 0.141898, 0.139136",P2086_peltigera_neorufescens_5,92.505,97,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.943127,-110.282402,,359,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (150m radius): Mesic pine dominated forest on nutrient poor soils, trees <10m tall. % 25x15 m plot disturbed: none. ",1,2015,,young pine,mesic,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,Peltigera_aff_neorufescens_nowD,Peltigera_hygrorufescens_ined,JL31_extenuata_vnf,100,99,OTU301,otu367,,70,,
,P11552,CANADA_AB,1_2016,,,,,,,606789,1,2015,ABMI: Gordon Schnurr,Canada: Alberta,1_2015,Carlos,R,NE,Tree/Other,Peltigera leucophlebia,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.943127,-110.282402,,359,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (150m radius): Mesic pine dominated forest on nutrient poor soils, trees <10m tall. % 25x15 m plot disturbed: none. ",1,2015,,young pine,mesic,,none,"Trees & vertical structures. Collected from one or more of the following:  broadleaf trees, conifers, shrubs",,,,,,0,0,0,0,0,,70,,
,P11553,CANADA_AB,1_2016,,,,,,,654918,1,2015,ABMI: Gordon Schnurr,Canada: Alberta,1_2015,Carlos,R,SW,Rock,Peltigera didactyla,Peltigera_didactyla_3,0.990018,P2109_peltigera_didactyla_3,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.943127,-110.282402,,359,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (150m radius): Mesic pine dominated forest on nutrient poor soils, trees <10m tall. % 25x15 m plot disturbed: none. ",1,2015,,young pine,mesic,,none,"Rock. Collected from one or more of the following:  boulders, rocks < 50 cm diam.",,,,Peltigera_didactyla_3,Peltigera_didactyla_3,JL31_extenuata_vnf,100,99,OTU105,otu367,,70,,
,P11554,CANADA_AB,1_2016,,,,,,,603684,1,2015,ABMI: Gordon Schnurr,Canada: Alberta,1_2015,Carlos,4146,NW,Log/Stump,Peltigera leucophlebia,Peltigera_leucophlebia_6,"0.301560, 0.257126, 0.199294, 0.157330, 0.026532, 0.026385",P6082_peltigera_leucophlebia,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.943127,-110.282402,,359,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (150m radius): Mesic pine dominated forest on nutrient poor soils, trees <10m tall. % 25x15 m plot disturbed: none. ",1,2015,,young pine,mesic,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_leucophlebia_6,Peltigera_leucophlebia_6,0,0,0,OTU1,0,,70,,
